COD_PERFIL;UCS_F;FASES;CLIMA_AMBIENTAL;DISTRIBUCION_LLUVIAS;PORC_PENDIENTE;GRADO_EROSION;DRENAJE_NATURAL;FRECUENCIA_INUNDACION;H1_VOLUMEN_POR_CFR_1;PORC_PEDREGOSIDAD_SUPERFICIAL_CUBIERTA;PROFUNDIDAD_EFECTIVA;H1_CLASE_ESTRUCTURA_1;FERTILIDAD;CE_(dS_m);"PORC_SAT_SODIO
SALINIDAD_PSI ";PORC_SAI;PORC_CARBONO ORGANICO
SMG-080;MWL8801ew;ew;3;Monomodal o Bimodal;25-50;Ligero;Excesivamente drenado;;40;N/A;<25;Fina y media;Media;0;0;0;60.8
SMG-080;MWL8801fw;fw;3;Monomodal o Bimodal;50-75;Ligero;Excesivamente drenado;;40;N/A;<25;Fina y media;Media;0;0;0;60.8
SMG-040;MWL8803dw;dw;3;Monomodal o Bimodal;12-25;Ligero;Bien drenado;;40;N/A;<25;Fina y media;Muy baja;0;0;0;0
SMG-040;MWL8803ew;ew;3;Monomodal o Bimodal;25-50;Ligero;Bien drenado;;40;N/A;<25;Fina y media;Muy baja;0;0;0;0
SMG-040;MWL8803ew1;ew1;3;Monomodal o Bimodal;25-50;Ligero;Bien drenado;;40;N/A;<25;Fina y media;Muy baja;0;0;0;0
SMG-040;MWL8803fw;fw;3;Monomodal o Bimodal;50-75;Ligero;Bien drenado;;40;N/A;<25;Fina y media;Muy baja;0;0;0;0
SMG-113;MWL8901cw;cw;3;Monomodal o Bimodal;7-12;Ligero;Bien drenado;;N/A;N/A;<25;Fina;Muy baja;0;0;8.95;5.2
SMG-113;MWL8901dw;dw;3;Monomodal o Bimodal;12-25;Ligero;Bien drenado;;N/A;N/A;<25;Fina;Muy baja;0;0;8.95;5.2
SMG-113;MWL8901ew;ew;3;Monomodal o Bimodal;25-50;Ligero;Bien drenado;;N/A;N/A;<25;Fina;Muy baja;0;0;8.95;5.2
47S219;MWM07bw;bw;3;Monomodal o Bimodal;3-7;Ligero;Bien drenado;;N/A;0.1 - 3;25 - 50;Media;Baja;0.17;0;0;29.04
47S219;MWM07cw;cw;3;Monomodal o Bimodal;7-12;Ligero;Bien drenado;;N/A;0.1 - 3;25 - 50;Media;Baja;0.17;0;0;29.04
SMG-078;MWM09aw;aw;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;N/A;75 - 100;Fina;Alta;0;0;0;81.8
SMG-124;PWI2601b;b;3;Monomodal o Bimodal;3-7;N/A;Bien drenado;;N/A;N/A;25 - 50;Fina y media;#N/A;#N/A;#N/A;#N/A;#N/A
SMG-124;PWI2601c;c;3;Monomodal o Bimodal;7-12;N/A;Bien drenado;;N/A;N/A;25 - 50;Fina y media;#N/A;#N/A;#N/A;#N/A;#N/A
47S142;PWI9301a;a;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;N/A;100 - 150;Media;Media;0;0;0.3584229390681;83.3
47S169;PWK9301a;a;3;Monomodal o Bimodal;0-3;N/A;Muy pobre;;N/A;<0.1;<25;Fina y media;Media;0;0;0;3.82
47S182;PWL9201b;b;3;Monomodal o Bimodal;3-7;N/A;Muy pobre;;N/A;<0.1;<25;Media;Media;0;0;0;12.79
MG-078;PWL9202a;a;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;N/A;100 - 150;N/A;Media;0;0;0;50.2
SMG-094;VIU_01az;az;3;Monomodal o Bimodal;0-3;Ligero;Excesivamente drenado;;N/A;N/A;100 - 150;Fina y media;Alta;0;0;0.35;130
47S101;VWF9701a;a;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;<0.1;25 - 50;Fina y media;Media;0;0;0;41.9
47S101;VWF9701ai;ai;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;<0.1;25 - 50;Fina y media;Media;0;0;0;41.9
SMG-095;VWF9703as;as;3;Monomodal o Bimodal;0-3;Ligero;Bien drenado;;N/A;N/A;50 - 75;Media y gruesa;#N/A;>4;#N/A;#N/A;#N/A
47S179;VWF9803a;a;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;<0.1;<25;Media y gruesa;Media;0;0;0;39.77
47S151;VWF9804az;az;3;Monomodal o Bimodal;0-3;N/A;Muy pobre;;N/A;<0.1;<25;Media;Alta;0;0;7.57;22.7
47S143;VWF9807ai;ai;3;Monomodal o Bimodal;0-3;N/A;Pobre;;N/A;N/A;<25;Fina y media;Media;0;19.2;0;22.7
SMG-105;VWI9301a;a;3;Monomodal o Bimodal;0-3;N/A;Bien drenado;;N/A;<0.1;50 - 75;Fina y media;Alta;0;0;0;276
SMG-106;VWI9302a;a;3;Monomodal o Bimodal;0-3;N/A;Moderadamente bien drenado;;N/A;N/A;25 - 50;Fina y media;Alta;0;0;0.99;38.7
SMG-106;VWI9302b;b;3;Monomodal o Bimodal;3-7;N/A;Moderadamente bien drenado;;N/A;N/A;25 - 50;Fina y media;Alta;0;0;0.99;38.7
SMG-097;VWK9201a;a;3;Monomodal o Bimodal;0-3;N/A;Imperfecto;;N/A;N/A;75 - 100;Media y gruesa;Alta;0;0;0;87.1
SMG-126;VWK9301ai;ai;3;Monomodal o Bimodal;0-3;N/A;Muy pobre;;N/A;N/A;<25;Media y gruesa;Media;0;0;0;10.5
